OBJECTID;IN_FID;NEAR_FID;NEAR_DIST;NEAR_RANK;FROM_X;FROM_Y;NEAR_X;NEAR_Y
;2965;3046;0,082654149960471;1;-485223,353712115550000;-1116203,516305790000000;-485223,415985790200000;-1116203,461957855800000
;2966;3047;0,072158095578717;1;-485222,805185939940000;-1116203,330674986800000;-485222,818483849700000;-1116203,259752801600000
;2967;3048;0,059774624426936;1;-485222,041106025570000;-1116202,353494763400000;-485222,099349893340000;-1116202,340053870800000
;2968;3049;0,029111301644216;1;-485221,557380416080000;-1116202,220990001000000;-485221,571245638480000;-1116202,195392667300000
;2969;3050;0,062432019082686;1;-485220,666384107610000;-1116201,672297227700000;-485220,728673138770000;-1116201,676520212800000
;2970;3051;0,054783260924951;1;-485220,369118520640000;-1116201,160055911600000;-485220,404865865830000;-1116201,118542865600000
;2971;3052;0,057218383706640;1;-485220,215228116490000;-1116201,033452520400000;-485220,237235187150000;-1116200,980635550800000
;2972;3053;0,083393364941569;1;-485219,666425184930000;-1116200,741281309600000;-485219,639431780150000;-1116200,662377511200000
;2973;3054;0,060989543732884;1;-485218,006188026860000;-1116199,172029696600000;-485218,067037886360000;-1116199,176155111100000
;2974;3055;0,025614728475921;1;-485217,487704648930000;-1116198,891393801400000;-485217,503073485980000;-1116198,870902018600000
;2975;3056;0,081930947578210;1;-485216,927004749890000;-1116198,274251861700000;-485216,893189358930000;-1116198,199624792200000
;2976;3057;0,092852749133653;1;-485216,299305900930000;-1116198,550921321100000;-485216,306250353230000;-1116198,458328623800000
;2977;3058;0,120125420359601;1;-485214,730792447750000;-1116197,909256726500000;-485214,839588866980000;-1116197,858330743200000
;2978;3059;0,100307853470440;1;-485214,206249999990000;-1116197,600000000100000;-485214,269827385490000;-1116197,522414038000000
;2979;3060;0,082978552334481;1;-485214,063890592140000;-1116196,974999011000000;-485214,135649526960000;-1116196,933332532600000
;2980;3061;0,069093210506320;1;-485214,112768588760000;-1116196,327402026600000;-485214,181718452190000;-1116196,322953648200000
;2981;3062;0,069538249661603;1;-485214,074266796230000;-1116196,120721165100000;-485214,139618385930000;-1116196,096956950600000
;2982;3063;0,037185584561043;1;-485213,543877349180000;-1116196,014728321700000;-485213,559660170980000;-1116195,981058301900000
;2983;3064;0,063425046419054;1;-485212,664527043180000;-1116195,623257464500000;-485212,726591608720000;-1116195,610191240200000
